feature-1,feature-2,|r|,ng,r_value,fdr_p_value,raw_p_value
Acetatifactor sp. AM34-9AC,Ruminococcus_B gnavus AM25-19,0.36448,neg,-0.36448,0,0
Acetatifactor sp. GCA_003584705,Ruminococcus_B gnavus AM25-19,0.32127,neg,-0.32127,0,0
Acetatifactor sp. TF08-15,Ruminococcus_B gnavus AM25-19,0.34879,neg,-0.34879,0,0
Acetatifactor sp. TM11-1A,Ruminococcus_B gnavus AM25-19,0.34388,neg,-0.34388,0,0
Agathobacter faecis GCA_001405615,Ruminococcus_B gnavus AM25-19,0.32358,neg,-0.32358,0,0
Agathobacter faecis GCA_001406815,Ruminococcus_B gnavus AM25-19,0.32378,neg,-0.32378,0,0
Agathobacter faecis GCA_015550045,Ruminococcus_B gnavus AM25-19,0.31865,neg,-0.31865,0,0
Agathobacter faecis GCA_015556245,Ruminococcus_B gnavus AM25-19,0.30569,neg,-0.30569,0,0
Agathobacter faecis GCA_015558055,Ruminococcus_B gnavus AM25-19,0.3072,neg,-0.3072,0,0
Agathobacter faecis GCA_015559645,Ruminococcus_B gnavus AM25-19,0.30331,neg,-0.30331,0,0
Agathobacter faecis GCA_015667215,Ruminococcus_B gnavus AM25-19,0.3028,neg,-0.3028,0,0
Agathobacter faecis TF10-5,Ruminococcus_B gnavus AM25-19,0.31119,neg,-0.31119,0,0
Enterocloster bolteae AM27-28LB,Ruminococcus_B gnavus AM25-19,0.31513,pos,0.31513,0,0
Enterocloster bolteae GCF_000154365,Ruminococcus_B gnavus AM25-19,0.45048,pos,0.45048,0,0
Faecalimonas phoceensis 8080_1_69,Ruminococcus_B gnavus AM25-19,0.57526,pos,0.57526,0,0
Faecalimonas phoceensis AM23-10LB,Ruminococcus_B gnavus AM25-19,0.43337,pos,0.43337,0,0
Faecalimonas phoceensis AM97-06,Ruminococcus_B gnavus AM25-19,0.53262,pos,0.53262,0,0
Faecalimonas phoceensis GCA_000156035,Ruminococcus_B gnavus AM25-19,0.5067,pos,0.5067,0,0
Faecalimonas phoceensis GCA_013300945,Ruminococcus_B gnavus AM25-19,0.38622,pos,0.38622,0,0
Faecalimonas phoceensis GCA_900104635,Ruminococcus_B gnavus AM25-19,0.53206,pos,0.53206,0,0
Faecalimonas phoceensis GCA_902167955,Ruminococcus_B gnavus AM25-19,0.44564,pos,0.44564,0,0
Faecalimonas phoceensis LG100-32,Ruminococcus_B gnavus AM25-19,0.45098,pos,0.45098,0,0
Faecalimonas phoceensis OF02-4LB,Ruminococcus_B gnavus AM25-19,0.46098,pos,0.46098,0,0
Faecalimonas sp. AM94-10pH9A,Ruminococcus_B gnavus AM25-19,0.49284,pos,0.49284,0,0
Faecalimonas umbilicata AF94-35M2BA,Ruminococcus_B gnavus AM25-19,0.40724,pos,0.40724,0,0
Lachnospira eligens_A AF06-14,Ruminococcus_B gnavus AM25-19,0.31051,neg,-0.31051,0,0
Lachnospira eligens_A AF18-47,Ruminococcus_B gnavus AM25-19,0.32497,neg,-0.32497,0,0
Lachnospira eligens_A AF35-21,Ruminococcus_B gnavus AM25-19,0.31639,neg,-0.31639,0,0
Lachnospira eligens_A AF42-3BH,Ruminococcus_B gnavus AM25-19,0.33572,neg,-0.33572,0,0
Lachnospira eligens_A AF45-13BH,Ruminococcus_B gnavus AM25-19,0.33119,neg,-0.33119,0,0
Lachnospira eligens_A AM14-19,Ruminococcus_B gnavus AM25-19,0.34991,neg,-0.34991,0,0
Lachnospira eligens_A AM32-2AC,Ruminococcus_B gnavus AM25-19,0.32167,neg,-0.32167,0,0
Lachnospira eligens_A AM37-3BH,Ruminococcus_B gnavus AM25-19,0.32457,neg,-0.32457,0,0
Lachnospira eligens_A AM48-8,Ruminococcus_B gnavus AM25-19,0.32847,neg,-0.32847,0,0
Lachnospira eligens_A GCA_001405395,Ruminococcus_B gnavus AM25-19,0.32193,neg,-0.32193,0,0
Lachnospira sp. AM46-8,Ruminococcus_B gnavus AM25-19,0.30338,neg,-0.30338,0,0
Lachnospira sp. GCA_015553285,Ruminococcus_B gnavus AM25-19,0.3039,neg,-0.3039,0,0
Muricomes sp. GCA_009663665,Ruminococcus_B gnavus AM25-19,0.30203,pos,0.30203,0,0
Ruminococcus_B gnavus AF13-14A,Ruminococcus_B gnavus AM25-19,0.781,pos,0.781,0,0
Ruminococcus_B gnavus AF19-16AC,Ruminococcus_B gnavus AM25-19,0.77166,pos,0.77166,0,0
Ruminococcus_B gnavus AF24-23LB,Ruminococcus_B gnavus AM25-19,0.79479,pos,0.79479,0,0
Ruminococcus_B gnavus AF27-4BH,Ruminococcus_B gnavus AM25-19,0.77247,pos,0.77247,0,0
Ruminococcus_B gnavus AF33-12,Ruminococcus_B gnavus AM25-19,0.71038,pos,0.71038,0,0
Ruminococcus_B gnavus AF34-4BH,Ruminococcus_B gnavus AM25-19,0.74483,pos,0.74483,0,0
Ruminococcus_B gnavus AM10-1A,Ruminococcus_B gnavus AM25-19,0.82423,pos,0.82423,0,0
Ruminococcus_B gnavus AM12-54,Ruminococcus_B gnavus AM25-19,0.78321,pos,0.78321,0,0
Ruminococcus_B gnavus AM13-39,Ruminococcus_B gnavus AM25-19,0.79133,pos,0.79133,0,0
Ruminococcus_B gnavus AM17-51,Ruminococcus_B gnavus AM25-19,0.76972,pos,0.76972,0,0
Ruminococcus_B gnavus AM21-18,Ruminococcus_B gnavus AM25-19,0.74063,pos,0.74063,0,0
Ruminococcus_B gnavus AM21-41,Ruminococcus_B gnavus AM25-19,0.70335,pos,0.70335,0,0
Ruminococcus_B gnavus AM22-7AC,Ruminococcus_B gnavus AM25-19,0.79362,pos,0.79362,0,0
Acetatifactor intestinalis AF22-6AC,Ruminococcus_B gnavus AM25-21,0.39574,neg,-0.39574,0,0
Acetatifactor sp. 13470_2_92,Ruminococcus_B gnavus AM25-21,0.3417,neg,-0.3417,0,0
Acetatifactor sp. AF34-10BH,Ruminococcus_B gnavus AM25-21,0.30197,neg,-0.30197,0,0
Acetatifactor sp. AF36-18BH,Ruminococcus_B gnavus AM25-21,0.34182,neg,-0.34182,0,0
Acetatifactor sp. AM34-9AC,Ruminococcus_B gnavus AM25-21,0.35262,neg,-0.35262,0,0
Acetatifactor sp. GCA_003584705,Ruminococcus_B gnavus AM25-21,0.30484,neg,-0.30484,0,0
Acetatifactor sp. TF08-15,Ruminococcus_B gnavus AM25-21,0.33196,neg,-0.33196,0,0
Acetatifactor sp. TM11-1A,Ruminococcus_B gnavus AM25-21,0.3296,neg,-0.3296,0,0
Enterocloster bolteae AM27-28LB,Ruminococcus_B gnavus AM25-21,0.33252,pos,0.33252,0,0
Enterocloster bolteae GCA_015547745,Ruminococcus_B gnavus AM25-21,0.31119,pos,0.31119,0,0
Enterocloster bolteae GCF_000154365,Ruminococcus_B gnavus AM25-21,0.43088,pos,0.43088,0,0
Faecalimonas phoceensis 8080_1_69,Ruminococcus_B gnavus AM25-21,0.63467,pos,0.63467,0,0
Faecalimonas phoceensis AM23-10LB,Ruminococcus_B gnavus AM25-21,0.48704,pos,0.48704,0,0
Faecalimonas phoceensis AM97-06,Ruminococcus_B gnavus AM25-21,0.57261,pos,0.57261,0,0
Faecalimonas phoceensis GCA_000156035,Ruminococcus_B gnavus AM25-21,0.55085,pos,0.55085,0,0
Faecalimonas phoceensis GCA_013300945,Ruminococcus_B gnavus AM25-21,0.41086,pos,0.41086,0,0
Faecalimonas phoceensis GCA_900104635,Ruminococcus_B gnavus AM25-21,0.6035,pos,0.6035,0,0
Faecalimonas phoceensis GCA_902167955,Ruminococcus_B gnavus AM25-21,0.48933,pos,0.48933,0,0
Faecalimonas phoceensis LG100-32,Ruminococcus_B gnavus AM25-21,0.48246,pos,0.48246,0,0
Faecalimonas phoceensis OF02-4LB,Ruminococcus_B gnavus AM25-21,0.49833,pos,0.49833,0,0
Faecalimonas sp. AM94-10pH9A,Ruminococcus_B gnavus AM25-21,0.53017,pos,0.53017,0,0
Faecalimonas umbilicata AF94-35M2BA,Ruminococcus_B gnavus AM25-21,0.38815,pos,0.38815,0,0
Lachnospira eligens_A AF42-3BH,Ruminococcus_B gnavus AM25-21,0.32336,neg,-0.32336,0,0
Muricomes sp. GCA_009663665,Ruminococcus_B gnavus AM25-21,0.33942,pos,0.33942,0,0
Ruminococcus_B gnavus AF13-14A,Ruminococcus_B gnavus AM25-21,0.75935,pos,0.75935,0,0
Ruminococcus_B gnavus AF19-16AC,Ruminococcus_B gnavus AM25-21,0.7418,pos,0.7418,0,0
Ruminococcus_B gnavus AF24-23LB,Ruminococcus_B gnavus AM25-21,0.76887,pos,0.76887,0,0
Ruminococcus_B gnavus AF27-4BH,Ruminococcus_B gnavus AM25-21,0.73736,pos,0.73736,0,0
Ruminococcus_B gnavus AF33-12,Ruminococcus_B gnavus AM25-21,0.77019,pos,0.77019,0,0
Ruminococcus_B gnavus AF34-4BH,Ruminococcus_B gnavus AM25-21,0.70797,pos,0.70797,0,0
Ruminococcus_B gnavus AM10-1A,Ruminococcus_B gnavus AM25-21,0.78119,pos,0.78119,0,0
Ruminococcus_B gnavus AM12-54,Ruminococcus_B gnavus AM25-21,0.72523,pos,0.72523,0,0
Ruminococcus_B gnavus AM13-39,Ruminococcus_B gnavus AM25-21,0.74712,pos,0.74712,0,0
Ruminococcus_B gnavus AM17-51,Ruminococcus_B gnavus AM25-21,0.72407,pos,0.72407,0,0
Ruminococcus_B gnavus AM21-18,Ruminococcus_B gnavus AM25-21,0.72971,pos,0.72971,0,0
Ruminococcus_B gnavus AM21-41,Ruminococcus_B gnavus AM25-21,0.665,pos,0.665,0,0
Ruminococcus_B gnavus AM22-7AC,Ruminococcus_B gnavus AM25-21,0.72921,pos,0.72921,0,0
Ruminococcus_B gnavus AM25-19,Ruminococcus_B gnavus AM25-21,0.8555,pos,0.8555,0,0
Acetatifactor intestinalis AF22-6AC,Ruminococcus_B gnavus AM27-32,0.43144,neg,-0.43144,0,0
Acetatifactor sp. 13470_2_92,Ruminococcus_B gnavus AM27-32,0.36226,neg,-0.36226,0,0
Acetatifactor sp. AF34-10BH,Ruminococcus_B gnavus AM27-32,0.32944,neg,-0.32944,0,0
Acetatifactor sp. AF36-18BH,Ruminococcus_B gnavus AM27-32,0.34684,neg,-0.34684,0,0
Acetatifactor sp. AF46-9NS,Ruminococcus_B gnavus AM27-32,0.30551,neg,-0.30551,0,0
Acetatifactor sp. AM34-9AC,Ruminococcus_B gnavus AM27-32,0.36558,neg,-0.36558,0,0
Acetatifactor sp. GCA_003584705,Ruminococcus_B gnavus AM27-32,0.31996,neg,-0.31996,0,0
Acetatifactor sp. TF08-15,Ruminococcus_B gnavus AM27-32,0.34262,neg,-0.34262,0,0
Acetatifactor sp. TM11-1A,Ruminococcus_B gnavus AM27-32,0.34205,neg,-0.34205,0,0
Agathobacter faecis GCA_001405615,Ruminococcus_B gnavus AM27-32,0.3003,neg,-0.3003,0,0
Agathobacter faecis GCA_001406815,Ruminococcus_B gnavus AM27-32,0.31321,neg,-0.31321,0,0
Agathobacter faecis GCA_015559645,Ruminococcus_B gnavus AM27-32,0.30528,neg,-0.30528,0,0
Enterocloster bolteae AM27-28LB,Ruminococcus_B gnavus AM27-32,0.31469,pos,0.31469,0,0
Enterocloster bolteae GCA_015547745,Ruminococcus_B gnavus AM27-32,0.33132,pos,0.33132,0,0
Enterocloster bolteae GCF_000154365,Ruminococcus_B gnavus AM27-32,0.45623,pos,0.45623,0,0
Faecalimonas phoceensis 8080_1_69,Ruminococcus_B gnavus AM27-32,0.62844,pos,0.62844,0,0
Faecalimonas phoceensis AM23-10LB,Ruminococcus_B gnavus AM27-32,0.49446,pos,0.49446,0,0
Faecalimonas phoceensis AM97-06,Ruminococcus_B gnavus AM27-32,0.58008,pos,0.58008,0,0
Faecalimonas phoceensis GCA_000156035,Ruminococcus_B gnavus AM27-32,0.55406,pos,0.55406,0,0
Faecalimonas phoceensis GCA_013300945,Ruminococcus_B gnavus AM27-32,0.39105,pos,0.39105,0,0
Faecalimonas phoceensis GCA_900104635,Ruminococcus_B gnavus AM27-32,0.56704,pos,0.56704,0,0
Faecalimonas phoceensis GCA_902167955,Ruminococcus_B gnavus AM27-32,0.48812,pos,0.48812,0,0
Faecalimonas phoceensis LG100-32,Ruminococcus_B gnavus AM27-32,0.51655,pos,0.51655,0,0
Faecalimonas phoceensis OF02-4LB,Ruminococcus_B gnavus AM27-32,0.51905,pos,0.51905,0,0
Faecalimonas sp. AM94-10pH9A,Ruminococcus_B gnavus AM27-32,0.5547,pos,0.5547,0,0
Faecalimonas umbilicata AF94-35M2BA,Ruminococcus_B gnavus AM27-32,0.44791,pos,0.44791,0,0
Lachnospira eligens GCA_000146185,Ruminococcus_B gnavus AM27-32,0.32252,neg,-0.32252,0,0
Lachnospira eligens_A AF06-14,Ruminococcus_B gnavus AM27-32,0.3216,neg,-0.3216,0,0
Lachnospira eligens_A AF18-47,Ruminococcus_B gnavus AM27-32,0.34271,neg,-0.34271,0,0
Lachnospira eligens_A AF35-21,Ruminococcus_B gnavus AM27-32,0.33323,neg,-0.33323,0,0
Lachnospira eligens_A AF41-18,Ruminococcus_B gnavus AM27-32,0.30519,neg,-0.30519,0,0
Lachnospira eligens_A AF42-3BH,Ruminococcus_B gnavus AM27-32,0.38103,neg,-0.38103,0,0
Lachnospira eligens_A AF45-13BH,Ruminococcus_B gnavus AM27-32,0.3403,neg,-0.3403,0,0
Lachnospira eligens_A AM14-19,Ruminococcus_B gnavus AM27-32,0.37065,neg,-0.37065,0,0
Lachnospira eligens_A AM32-2AC,Ruminococcus_B gnavus AM27-32,0.343,neg,-0.343,0,0
Lachnospira eligens_A AM37-3BH,Ruminococcus_B gnavus AM27-32,0.33886,neg,-0.33886,0,0
Lachnospira eligens_A AM48-8,Ruminococcus_B gnavus AM27-32,0.34693,neg,-0.34693,0,0
Lachnospira eligens_A GCA_001405395,Ruminococcus_B gnavus AM27-32,0.35076,neg,-0.35076,0,0
Lachnospira eligens_A GCA_009680455,Ruminococcus_B gnavus AM27-32,0.31454,neg,-0.31454,0,0
Lachnospira eligens_A GCA_015559345,Ruminococcus_B gnavus AM27-32,0.3114,neg,-0.3114,0,0
Lachnospira sp. AF22-9,Ruminococcus_B gnavus AM27-32,0.31725,neg,-0.31725,0,0
Lachnospira sp. AM46-8,Ruminococcus_B gnavus AM27-32,0.34754,neg,-0.34754,0,0
Lachnospira sp. AM49-13BH,Ruminococcus_B gnavus AM27-32,0.34692,neg,-0.34692,0,0
Lachnospira sp. GCA_015553285,Ruminococcus_B gnavus AM27-32,0.33415,neg,-0.33415,0,0
Muricomes sp. GCA_009663665,Ruminococcus_B gnavus AM27-32,0.35013,pos,0.35013,0,0
Ruminococcus_B gnavus AF13-14A,Ruminococcus_B gnavus AM27-32,0.84531,pos,0.84531,0,0
Ruminococcus_B gnavus AF19-16AC,Ruminococcus_B gnavus AM27-32,0.84211,pos,0.84211,0,0
Ruminococcus_B gnavus AF24-23LB,Ruminococcus_B gnavus AM27-32,0.87931,pos,0.87931,0,0
Ruminococcus_B gnavus AF27-4BH,Ruminococcus_B gnavus AM27-32,0.84814,pos,0.84814,0,0
Ruminococcus_B gnavus AF33-12,Ruminococcus_B gnavus AM27-32,0.75884,pos,0.75884,0,0
Ruminococcus_B gnavus AF34-4BH,Ruminococcus_B gnavus AM27-32,0.91977,pos,0.91977,0,0
Ruminococcus_B gnavus AM10-1A,Ruminococcus_B gnavus AM27-32,0.84799,pos,0.84799,0,0
Ruminococcus_B gnavus AM12-54,Ruminococcus_B gnavus AM27-32,0.85893,pos,0.85893,0,0
Ruminococcus_B gnavus AM13-39,Ruminococcus_B gnavus AM27-32,0.87536,pos,0.87536,0,0
Ruminococcus_B gnavus AM17-51,Ruminococcus_B gnavus AM27-32,0.82727,pos,0.82727,0,0
Ruminococcus_B gnavus AM21-18,Ruminococcus_B gnavus AM27-32,0.77902,pos,0.77902,0,0
Ruminococcus_B gnavus AM21-41,Ruminococcus_B gnavus AM27-32,0.79334,pos,0.79334,0,0
Ruminococcus_B gnavus AM22-7AC,Ruminococcus_B gnavus AM27-32,0.8521,pos,0.8521,0,0
Ruminococcus_B gnavus AM25-19,Ruminococcus_B gnavus AM27-32,0.79838,pos,0.79838,0,0
Ruminococcus_B gnavus AM25-21,Ruminococcus_B gnavus AM27-32,0.7573,pos,0.7573,0,0
Acetatifactor intestinalis AF22-6AC,Ruminococcus_B gnavus AM32-6,0.37871,neg,-0.37871,0,0
Acetatifactor sp. AM34-9AC,Ruminococcus_B gnavus AM32-6,0.31769,neg,-0.31769,0,0
Acetatifactor sp. TM11-1A,Ruminococcus_B gnavus AM32-6,0.30174,neg,-0.30174,0,0
Enterocloster bolteae GCA_015547745,Ruminococcus_B gnavus AM32-6,0.3421,pos,0.3421,0,0
Enterocloster bolteae GCF_000154365,Ruminococcus_B gnavus AM32-6,0.43172,pos,0.43172,0,0
Faecalimonas phoceensis 8080_1_69,Ruminococcus_B gnavus AM32-6,0.57705,pos,0.57705,0,0
Faecalimonas phoceensis AM23-10LB,Ruminococcus_B gnavus AM32-6,0.46623,pos,0.46623,0,0
Faecalimonas phoceensis AM97-06,Ruminococcus_B gnavus AM32-6,0.52988,pos,0.52988,0,0
Faecalimonas phoceensis GCA_000156035,Ruminococcus_B gnavus AM32-6,0.54255,pos,0.54255,0,0
Faecalimonas phoceensis GCA_013300945,Ruminococcus_B gnavus AM32-6,0.37808,pos,0.37808,0,0
Faecalimonas phoceensis GCA_900104635,Ruminococcus_B gnavus AM32-6,0.51717,pos,0.51717,0,0
Faecalimonas phoceensis GCA_902167955,Ruminococcus_B gnavus AM32-6,0.48352,pos,0.48352,0,0
Faecalimonas phoceensis LG100-32,Ruminococcus_B gnavus AM32-6,0.48763,pos,0.48763,0,0
Faecalimonas phoceensis OF02-4LB,Ruminococcus_B gnavus AM32-6,0.47372,pos,0.47372,0,0
Faecalimonas sp. AM94-10pH9A,Ruminococcus_B gnavus AM32-6,0.51107,pos,0.51107,0,0
Faecalimonas umbilicata AF94-35M2BA,Ruminococcus_B gnavus AM32-6,0.39672,pos,0.39672,0,0
Lachnospira eligens_A AF18-47,Ruminococcus_B gnavus AM32-6,0.3056,neg,-0.3056,0,0
Lachnospira eligens_A AF35-21,Ruminococcus_B gnavus AM32-6,0.30899,neg,-0.30899,0,0
Lachnospira eligens_A AF41-18,Ruminococcus_B gnavus AM32-6,0.30142,neg,-0.30142,0,0
Lachnospira eligens_A AF42-3BH,Ruminococcus_B gnavus AM32-6,0.34775,neg,-0.34775,0,0
Lachnospira eligens_A AF45-13BH,Ruminococcus_B gnavus AM32-6,0.32519,neg,-0.32519,0,0
Lachnospira eligens_A AM14-19,Ruminococcus_B gnavus AM32-6,0.33054,neg,-0.33054,0,0
Lachnospira eligens_A AM32-2AC,Ruminococcus_B gnavus AM32-6,0.32221,neg,-0.32221,0,0
Lachnospira eligens_A AM48-8,Ruminococcus_B gnavus AM32-6,0.31561,neg,-0.31561,0,0
Lachnospira eligens_A GCA_001405395,Ruminococcus_B gnavus AM32-6,0.32358,neg,-0.32358,0,0
Lachnospira sp. AM49-13BH,Ruminococcus_B gnavus AM32-6,0.30085,neg,-0.30085,0,0
Muricomes sp. GCA_009663665,Ruminococcus_B gnavus AM32-6,0.36096,pos,0.36096,0,0
Oribacterium parvum GCA_000277505,Ruminococcus_B gnavus AM32-6,0.31324,pos,0.31324,0,0
Ruminococcus_B gnavus AF13-14A,Ruminococcus_B gnavus AM32-6,0.81322,pos,0.81322,0,0
Ruminococcus_B gnavus AF19-16AC,Ruminococcus_B gnavus AM32-6,0.80434,pos,0.80434,0,0
Ruminococcus_B gnavus AF24-23LB,Ruminococcus_B gnavus AM32-6,0.79497,pos,0.79497,0,0
Ruminococcus_B gnavus AF27-4BH,Ruminococcus_B gnavus AM32-6,0.77371,pos,0.77371,0,0
Ruminococcus_B gnavus AF33-12,Ruminococcus_B gnavus AM32-6,0.69576,pos,0.69576,0,0
Ruminococcus_B gnavus AF34-4BH,Ruminococcus_B gnavus AM32-6,0.73868,pos,0.73868,0,0
Ruminococcus_B gnavus AM10-1A,Ruminococcus_B gnavus AM32-6,0.76798,pos,0.76798,0,0
Ruminococcus_B gnavus AM12-54,Ruminococcus_B gnavus AM32-6,0.7642,pos,0.7642,0,0
Ruminococcus_B gnavus AM13-39,Ruminococcus_B gnavus AM32-6,0.78541,pos,0.78541,0,0
Ruminococcus_B gnavus AM17-51,Ruminococcus_B gnavus AM32-6,0.74868,pos,0.74868,0,0
Ruminococcus_B gnavus AM21-18,Ruminococcus_B gnavus AM32-6,0.77995,pos,0.77995,0,0
Ruminococcus_B gnavus AM21-41,Ruminococcus_B gnavus AM32-6,0.7639,pos,0.7639,0,0
Ruminococcus_B gnavus AM22-7AC,Ruminococcus_B gnavus AM32-6,0.78236,pos,0.78236,0,0
Ruminococcus_B gnavus AM25-19,Ruminococcus_B gnavus AM32-6,0.73638,pos,0.73638,0,0
Ruminococcus_B gnavus AM25-21,Ruminococcus_B gnavus AM32-6,0.72096,pos,0.72096,0,0
Ruminococcus_B gnavus AM27-32,Ruminococcus_B gnavus AM32-6,0.79379,pos,0.79379,0,0
Acetatifactor intestinalis AF22-6AC,Ruminococcus_B gnavus AM38-12,0.45683,neg,-0.45683,0,0
Acetatifactor sp. 13470_2_92,Ruminococcus_B gnavus AM38-12,0.37728,neg,-0.37728,0,0
Acetatifactor sp. AF34-10BH,Ruminococcus_B gnavus AM38-12,0.35012,neg,-0.35012,0,0
Acetatifactor sp. AF36-18BH,Ruminococcus_B gnavus AM38-12,0.37266,neg,-0.37266,0,0
Acetatifactor sp. AF46-9NS,Ruminococcus_B gnavus AM38-12,0.33245,neg,-0.33245,0,0
Acetatifactor sp. AM34-9AC,Ruminococcus_B gnavus AM38-12,0.38748,neg,-0.38748,0,0
Acetatifactor sp. GCA_003584705,Ruminococcus_B gnavus AM38-12,0.35131,neg,-0.35131,0,0
Acetatifactor sp. TF08-15,Ruminococcus_B gnavus AM38-12,0.36691,neg,-0.36691,0,0
Acetatifactor sp. TM11-1A,Ruminococcus_B gnavus AM38-12,0.3751,neg,-0.3751,0,0
Agathobacter faecis GCA_001405615,Ruminococcus_B gnavus AM38-12,0.33014,neg,-0.33014,0,0
Agathobacter faecis GCA_001406815,Ruminococcus_B gnavus AM38-12,0.33404,neg,-0.33404,0,0
Agathobacter faecis GCA_015550045,Ruminococcus_B gnavus AM38-12,0.32404,neg,-0.32404,0,0
Agathobacter faecis GCA_015556245,Ruminococcus_B gnavus AM38-12,0.30794,neg,-0.30794,0,0
Agathobacter faecis GCA_015558055,Ruminococcus_B gnavus AM38-12,0.3118,neg,-0.3118,0,0
Agathobacter faecis GCA_015559645,Ruminococcus_B gnavus AM38-12,0.31919,neg,-0.31919,0,0
Agathobacter faecis GCA_015667215,Ruminococcus_B gnavus AM38-12,0.31662,neg,-0.31662,0,0
Agathobacter faecis TF10-5,Ruminococcus_B gnavus AM38-12,0.32493,neg,-0.32493,0,0
Enterocloster bolteae AM27-28LB,Ruminococcus_B gnavus AM38-12,0.35369,pos,0.35369,0,0
Enterocloster bolteae GCA_015547745,Ruminococcus_B gnavus AM38-12,0.32964,pos,0.32964,0,0
Enterocloster bolteae GCF_000154365,Ruminococcus_B gnavus AM38-12,0.49853,pos,0.49853,0,0
Faecalimonas phoceensis 8080_1_69,Ruminococcus_B gnavus AM38-12,0.63888,pos,0.63888,0,0
Faecalimonas phoceensis AM23-10LB,Ruminococcus_B gnavus AM38-12,0.49013,pos,0.49013,0,0
Faecalimonas phoceensis AM97-06,Ruminococcus_B gnavus AM38-12,0.57819,pos,0.57819,0,0
Faecalimonas phoceensis GCA_000156035,Ruminococcus_B gnavus AM38-12,0.53981,pos,0.53981,0,0
Faecalimonas phoceensis GCA_013300945,Ruminococcus_B gnavus AM38-12,0.38041,pos,0.38041,0,0
Faecalimonas phoceensis GCA_900104635,Ruminococcus_B gnavus AM38-12,0.57488,pos,0.57488,0,0
Faecalimonas phoceensis GCA_902167955,Ruminococcus_B gnavus AM38-12,0.50025,pos,0.50025,0,0
Faecalimonas phoceensis LG100-32,Ruminococcus_B gnavus AM38-12,0.4879,pos,0.4879,0,0
Faecalimonas phoceensis OF02-4LB,Ruminococcus_B gnavus AM38-12,0.49966,pos,0.49966,0,0
Faecalimonas sp. AM94-10pH9A,Ruminococcus_B gnavus AM38-12,0.56017,pos,0.56017,0,0
Faecalimonas umbilicata AF94-35M2BA,Ruminococcus_B gnavus AM38-12,0.41355,pos,0.41355,0,0
Lachnospira eligens GCA_000146185,Ruminococcus_B gnavus AM38-12,0.36483,neg,-0.36483,0,0
Lachnospira eligens_A AF06-14,Ruminococcus_B gnavus AM38-12,0.3745,neg,-0.3745,0,0
Lachnospira eligens_A AF18-47,Ruminococcus_B gnavus AM38-12,0.40217,neg,-0.40217,0,0
Lachnospira eligens_A AF35-21,Ruminococcus_B gnavus AM38-12,0.38554,neg,-0.38554,0,0
Lachnospira eligens_A AF41-18,Ruminococcus_B gnavus AM38-12,0.3464,neg,-0.3464,0,0
Lachnospira eligens_A AF42-3BH,Ruminococcus_B gnavus AM38-12,0.4021,neg,-0.4021,0,0
Lachnospira eligens_A AF45-13BH,Ruminococcus_B gnavus AM38-12,0.38844,neg,-0.38844,0,0
Lachnospira eligens_A AM14-19,Ruminococcus_B gnavus AM38-12,0.40629,neg,-0.40629,0,0
Lachnospira eligens_A AM32-2AC,Ruminococcus_B gnavus AM38-12,0.39151,neg,-0.39151,0,0
Lachnospira eligens_A AM37-3BH,Ruminococcus_B gnavus AM38-12,0.39159,neg,-0.39159,0,0
Lachnospira eligens_A AM48-8,Ruminococcus_B gnavus AM38-12,0.399,neg,-0.399,0,0
Lachnospira eligens_A GCA_001404435,Ruminococcus_B gnavus AM38-12,0.31554,neg,-0.31554,0,0
Lachnospira eligens_A GCA_001405395,Ruminococcus_B gnavus AM38-12,0.39304,neg,-0.39304,0,0
Lachnospira eligens_A GCA_009680455,Ruminococcus_B gnavus AM38-12,0.3613,neg,-0.3613,0,0
Lachnospira eligens_A GCA_015559345,Ruminococcus_B gnavus AM38-12,0.35721,neg,-0.35721,0,0
Lachnospira sp. AF22-9,Ruminococcus_B gnavus AM38-12,0.33901,neg,-0.33901,0,0
Lachnospira sp. AM46-8,Ruminococcus_B gnavus AM38-12,0.39567,neg,-0.39567,0,0
Lachnospira sp. AM49-13BH,Ruminococcus_B gnavus AM38-12,0.39214,neg,-0.39214,0,0
Lachnospira sp. GCA_015553285,Ruminococcus_B gnavus AM38-12,0.38219,neg,-0.38219,0,0
Muricomes sp. GCA_009663665,Ruminococcus_B gnavus AM38-12,0.34322,pos,0.34322,0,0
Ruminococcus_B gnavus AF13-14A,Ruminococcus_B gnavus AM38-12,0.86629,pos,0.86629,0,0
Ruminococcus_B gnavus AF19-16AC,Ruminococcus_B gnavus AM38-12,0.85859,pos,0.85859,0,0
Ruminococcus_B gnavus AF24-23LB,Ruminococcus_B gnavus AM38-12,0.89087,pos,0.89087,0,0
Ruminococcus_B gnavus AF27-4BH,Ruminococcus_B gnavus AM38-12,0.86474,pos,0.86474,0,0
Ruminococcus_B gnavus AF33-12,Ruminococcus_B gnavus AM38-12,0.82286,pos,0.82286,0,0
Ruminococcus_B gnavus AF34-4BH,Ruminococcus_B gnavus AM38-12,0.85866,pos,0.85866,0,0
Ruminococcus_B gnavus AM10-1A,Ruminococcus_B gnavus AM38-12,0.91292,pos,0.91292,0,0
Ruminococcus_B gnavus AM12-54,Ruminococcus_B gnavus AM38-12,0.87233,pos,0.87233,0,0
Ruminococcus_B gnavus AM13-39,Ruminococcus_B gnavus AM38-12,0.88442,pos,0.88442,0,0
