feature-1,feature-2,|r|,ng,r_value,fdr_p_value,raw_p_value
Agathobacter rectalis AF17-27,Roseburia inulinivorans AM42-1AC,0.45284,pos,0.45284,0,0
Agathobacter rectalis AF25-15,Roseburia inulinivorans AM42-1AC,0.5247,pos,0.5247,0,0
Agathobacter rectalis AF36-2BH,Roseburia inulinivorans AM42-1AC,0.50903,pos,0.50903,0,0
Agathobacter rectalis AF67-03PH9,Roseburia inulinivorans AM42-1AC,0.52621,pos,0.52621,0,0
Agathobacter rectalis AM31-7AC,Roseburia inulinivorans AM42-1AC,0.5152,pos,0.5152,0,0
Agathobacter rectalis AM48-7,Roseburia inulinivorans AM42-1AC,0.4736,pos,0.4736,0,0
Agathobacter rectalis GCA_001404855,Roseburia inulinivorans AM42-1AC,0.51038,pos,0.51038,0,0
Agathobacter rectalis GCA_001406835,Roseburia inulinivorans AM42-1AC,0.52029,pos,0.52029,0,0
Agathobacter rectalis GCA_008123415,Roseburia inulinivorans AM42-1AC,0.48655,pos,0.48655,0,0
Agathobacter rectalis GCA_013300625,Roseburia inulinivorans AM42-1AC,0.43959,pos,0.43959,0,0
Agathobacter rectalis GCA_013303775,Roseburia inulinivorans AM42-1AC,0.39143,pos,0.39143,0,0
Agathobacter rectalis GCA_013303845,Roseburia inulinivorans AM42-1AC,0.43408,pos,0.43408,0,0
Agathobacter rectalis GCA_015551295,Roseburia inulinivorans AM42-1AC,0.50133,pos,0.50133,0,0
Agathobacter rectalis GCA_015553565,Roseburia inulinivorans AM42-1AC,0.44948,pos,0.44948,0,0
Agathobacter rectalis GCA_015557515,Roseburia inulinivorans AM42-1AC,0.49734,pos,0.49734,0,0
Agathobacter rectalis GCA_015669665,Roseburia inulinivorans AM42-1AC,0.50441,pos,0.50441,0,0
Agathobacter rectalis GCA_018784685,Roseburia inulinivorans AM42-1AC,0.50176,pos,0.50176,0,0
Agathobacter rectalis GCA_018784725,Roseburia inulinivorans AM42-1AC,0.5119,pos,0.5119,0,0
Agathobacter rectalis TM10-3,Roseburia inulinivorans AM42-1AC,0.46715,pos,0.46715,0,0
Agathobacter sp. 20427_4_23,Roseburia inulinivorans AM42-1AC,0.5308,pos,0.5308,0,0
Bariatricus comes GCA_013301565,Roseburia inulinivorans AM42-1AC,0.3811,pos,0.3811,0,0
Butyribacter huaianensis GCA_014384985,Roseburia inulinivorans AM42-1AC,0.48109,pos,0.48109,0,0
Butyribacter intestini AF34-13,Roseburia inulinivorans AM42-1AC,0.41187,pos,0.41187,0,0
Butyribacter intestini AF67-21pH9TA,Roseburia inulinivorans AM42-1AC,0.47264,pos,0.47264,0,0
Butyribacter intestini AF81-08TA,Roseburia inulinivorans AM42-1AC,0.4748,pos,0.4748,0,0
Butyribacter intestini AM27-31LB,Roseburia inulinivorans AM42-1AC,0.4718,pos,0.4718,0,0
Butyribacter intestini TF01-11,Roseburia inulinivorans AM42-1AC,0.43,pos,0.43,0,0
Butyribacter sp. AM49-4BH,Roseburia inulinivorans AM42-1AC,0.43602,pos,0.43602,0,0
Butyribacter sp. AM53-13BH,Roseburia inulinivorans AM42-1AC,0.4174,pos,0.4174,0,0
Butyribacter sp. AM59-24XD,Roseburia inulinivorans AM42-1AC,0.4484,pos,0.4484,0,0
Butyribacter sp. OM05-9BH,Roseburia inulinivorans AM42-1AC,0.37915,pos,0.37915,0,0
Choladocola sp. 21673_4_3,Roseburia inulinivorans AM42-1AC,0.49372,pos,0.49372,0,0
Choladocola sp. AF90S-01pH9BA,Roseburia inulinivorans AM42-1AC,0.54601,pos,0.54601,0,0
Choladocola sp. OM08-6BH,Roseburia inulinivorans AM42-1AC,0.45645,pos,0.45645,0,0
Clostridium_Q fessum AF27-5AA,Roseburia inulinivorans AM42-1AC,0.34032,pos,0.34032,0,0
Clostridium_Q fessum AM18-55-r,Roseburia inulinivorans AM42-1AC,0.36604,pos,0.36604,0,0
Copromonas sp. AF58-5ACA,Roseburia inulinivorans AM42-1AC,0.31109,pos,0.31109,0,0
Eisenbergiella sp. 14207_7_45,Roseburia inulinivorans AM42-1AC,0.47359,pos,0.47359,0,0
Eisenbergiella sp. 18048_1_69,Roseburia inulinivorans AM42-1AC,0.33677,pos,0.33677,0,0
Eisenbergiella sp. AF16-15,Roseburia inulinivorans AM42-1AC,0.51312,pos,0.51312,0,0
Eisenbergiella sp. AF36-19BH,Roseburia inulinivorans AM42-1AC,0.4783,pos,0.4783,0,0
Eisenbergiella sp. AM46-4BH,Roseburia inulinivorans AM42-1AC,0.52429,pos,0.52429,0,0
Eisenbergiella sp. TM09-10,Roseburia inulinivorans AM42-1AC,0.46709,pos,0.46709,0,0
Enterocloster bolteae AF27-9,Roseburia inulinivorans AM42-1AC,0.31944,pos,0.31944,0,0
Eubacterium_F sp. AF36-4,Roseburia inulinivorans AM42-1AC,0.36904,pos,0.36904,0,0
Eubacterium_F sp. AF37-5,Roseburia inulinivorans AM42-1AC,0.39335,pos,0.39335,0,0
Eubacterium_F sp. AM53-6,Roseburia inulinivorans AM42-1AC,0.34355,pos,0.34355,0,0
Eubacterium_G ventriosum AM32-23AC,Roseburia inulinivorans AM42-1AC,0.45123,pos,0.45123,0,0
Eubacterium_G ventriosum AM42-30,Roseburia inulinivorans AM42-1AC,0.47355,pos,0.47355,0,0
Eubacterium_G ventriosum AM43-2,Roseburia inulinivorans AM42-1AC,0.40857,pos,0.40857,0,0
Hominisplanchenecus faecis 21673_4_37,Roseburia inulinivorans AM42-1AC,0.49036,pos,0.49036,0,0
Hominisplanchenecus faecis AM100_B13A,Roseburia inulinivorans AM42-1AC,0.46057,pos,0.46057,0,0
Hominisplanchenecus faecis OF27-8pH10A,Roseburia inulinivorans AM42-1AC,0.41306,pos,0.41306,0,0
Lachnospira eligens_A AF18-47,Roseburia inulinivorans AM42-1AC,0.4129,pos,0.4129,0,0
Lachnospira eligens_A AF35-21,Roseburia inulinivorans AM42-1AC,0.45304,pos,0.45304,0,0
Lachnospira eligens_A AM37-3BH,Roseburia inulinivorans AM42-1AC,0.48204,pos,0.48204,0,0
Lachnospira eligens_A AM48-8,Roseburia inulinivorans AM42-1AC,0.3971,pos,0.3971,0,0
Lachnospira eligens_A GCA_009680455,Roseburia inulinivorans AM42-1AC,0.42753,pos,0.42753,0,0
Lachnospira eligens_A GCA_015559345,Roseburia inulinivorans AM42-1AC,0.41316,pos,0.41316,0,0
Lachnospira rogosae GCA_001405835,Roseburia inulinivorans AM42-1AC,0.41391,pos,0.41391,0,0
Lachnospira rogosae GCA_001406555,Roseburia inulinivorans AM42-1AC,0.42912,pos,0.42912,0,0
Lachnospiraceae gen. 13414_6_70,Roseburia inulinivorans AM42-1AC,0.46579,pos,0.46579,0,0
Lachnospiraceae gen. 1715004.3,Roseburia inulinivorans AM42-1AC,0.53476,pos,0.53476,0,0
Lachnospiraceae gen. AF12-17LB,Roseburia inulinivorans AM42-1AC,0.41847,pos,0.41847,0,0
Lachnospiraceae gen. AF15-21,Roseburia inulinivorans AM42-1AC,0.38624,pos,0.38624,0,0
Lachnospiraceae gen. AF20-18LB,Roseburia inulinivorans AM42-1AC,0.42816,pos,0.42816,0,0
Lachnospiraceae gen. AF25-13AC,Roseburia inulinivorans AM42-1AC,0.41093,pos,0.41093,0,0
Lachnospiraceae gen. AF34-16,Roseburia inulinivorans AM42-1AC,0.43957,pos,0.43957,0,0
Lachnospiraceae gen. AF42-8,Roseburia inulinivorans AM42-1AC,0.45835,pos,0.45835,0,0
Lachnospiraceae gen. AF54-6pH10A,Roseburia inulinivorans AM42-1AC,0.4002,pos,0.4002,0,0
Lachnospiraceae gen. AF75-08pH9A,Roseburia inulinivorans AM42-1AC,0.44635,pos,0.44635,0,0
Lachnospiraceae gen. AF88-01pH10A,Roseburia inulinivorans AM42-1AC,0.38501,pos,0.38501,0,0
Lachnospiraceae gen. GCA_900066985,Roseburia inulinivorans AM42-1AC,0.50789,pos,0.50789,0,0
Mediterraneibacter lactaris AM09-9,Roseburia inulinivorans AM42-1AC,0.31713,pos,0.31713,0,0
Mediterraneibacter lactaris TF11-7,Roseburia inulinivorans AM42-1AC,0.31622,pos,0.31622,0,0
Pararoseburia lenta AM51-8,Roseburia inulinivorans AM42-1AC,0.42544,pos,0.42544,0,0
Pararoseburia lenta GCA_014287435,Roseburia inulinivorans AM42-1AC,0.36882,pos,0.36882,0,0
Roseburia hominis AF22-12AC,Roseburia inulinivorans AM42-1AC,0.54296,pos,0.54296,0,0
Roseburia hominis GCA_000225345,Roseburia inulinivorans AM42-1AC,0.52823,pos,0.52823,0,0
Roseburia intestinalis GCA_009718345,Roseburia inulinivorans AM42-1AC,0.57285,pos,0.57285,0,0
Roseburia inulinivorans 18048_1_58,Roseburia inulinivorans AM42-1AC,0.54734,pos,0.54734,0,0
Roseburia inulinivorans 18048_2_58,Roseburia inulinivorans AM42-1AC,0.57722,pos,0.57722,0,0
Roseburia inulinivorans AF24-4,Roseburia inulinivorans AM42-1AC,0.91749,pos,0.91749,0,0
Roseburia inulinivorans AF28-15,Roseburia inulinivorans AM42-1AC,0.89122,pos,0.89122,0,0
Acetatifactor intestinalis 13414_6_67,Roseburia inulinivorans GCA_001406675,0.48456,pos,0.48456,0,0
Acetatifactor intestinalis 20287_6_17,Roseburia inulinivorans GCA_001406675,0.53411,pos,0.53411,0,0
Acetatifactor intestinalis AF22-6AC,Roseburia inulinivorans GCA_001406675,0.47654,pos,0.47654,0,0
Acetatifactor intestinalis AM59-13,Roseburia inulinivorans GCA_001406675,0.48442,pos,0.48442,0,0
Acetatifactor intestinalis GCA_014337175,Roseburia inulinivorans GCA_001406675,0.47376,pos,0.47376,0,0
Acetatifactor intestinalis OM08-11AC,Roseburia inulinivorans GCA_001406675,0.5016,pos,0.5016,0,0
Acetatifactor sp. AF34-10BH,Roseburia inulinivorans GCA_001406675,0.5055,pos,0.5055,0,0
Acetatifactor sp. AF36-18BH,Roseburia inulinivorans GCA_001406675,0.48393,pos,0.48393,0,0
Acetatifactor sp. AM34-9AC,Roseburia inulinivorans GCA_001406675,0.48933,pos,0.48933,0,0
Acetatifactor sp. GCA_003584705,Roseburia inulinivorans GCA_001406675,0.46835,pos,0.46835,0,0
Acetatifactor sp. TF08-15,Roseburia inulinivorans GCA_001406675,0.475,pos,0.475,0,0
Acetatifactor sp. TM11-1A,Roseburia inulinivorans GCA_001406675,0.5,pos,0.5,0,0
Agathobacter faecis GCA_015550045,Roseburia inulinivorans GCA_001406675,0.42012,pos,0.42012,0,0
Agathobacter rectalis 12718_7_53,Roseburia inulinivorans GCA_001406675,0.45467,pos,0.45467,0,0
Agathobacter rectalis 18048_2_75,Roseburia inulinivorans GCA_001406675,0.33122,pos,0.33122,0,0
Agathobacter rectalis AF06-19,Roseburia inulinivorans GCA_001406675,0.45362,pos,0.45362,0,0
Agathobacter rectalis AF17-27,Roseburia inulinivorans GCA_001406675,0.41521,pos,0.41521,0,0
Agathobacter rectalis AF25-15,Roseburia inulinivorans GCA_001406675,0.45747,pos,0.45747,0,0
Agathobacter rectalis AF36-2BH,Roseburia inulinivorans GCA_001406675,0.48289,pos,0.48289,0,0
Agathobacter rectalis AF67-03PH9,Roseburia inulinivorans GCA_001406675,0.46114,pos,0.46114,0,0
Agathobacter rectalis AM31-7AC,Roseburia inulinivorans GCA_001406675,0.4649,pos,0.4649,0,0
Agathobacter rectalis AM48-7,Roseburia inulinivorans GCA_001406675,0.42953,pos,0.42953,0,0
Agathobacter rectalis GCA_001404855,Roseburia inulinivorans GCA_001406675,0.44412,pos,0.44412,0,0
Agathobacter rectalis GCA_001406835,Roseburia inulinivorans GCA_001406675,0.45052,pos,0.45052,0,0
Agathobacter rectalis GCA_008123415,Roseburia inulinivorans GCA_001406675,0.42272,pos,0.42272,0,0
Agathobacter rectalis GCA_013300625,Roseburia inulinivorans GCA_001406675,0.3796,pos,0.3796,0,0
Agathobacter rectalis GCA_013303775,Roseburia inulinivorans GCA_001406675,0.33341,pos,0.33341,0,0
Agathobacter rectalis GCA_013303845,Roseburia inulinivorans GCA_001406675,0.37094,pos,0.37094,0,0
Agathobacter rectalis GCA_015551295,Roseburia inulinivorans GCA_001406675,0.44958,pos,0.44958,0,0
Agathobacter rectalis GCA_015553565,Roseburia inulinivorans GCA_001406675,0.39811,pos,0.39811,0,0
Agathobacter rectalis GCA_015557515,Roseburia inulinivorans GCA_001406675,0.43448,pos,0.43448,0,0
Agathobacter rectalis GCA_015669665,Roseburia inulinivorans GCA_001406675,0.45302,pos,0.45302,0,0
Agathobacter rectalis GCA_018784685,Roseburia inulinivorans GCA_001406675,0.42833,pos,0.42833,0,0
Agathobacter rectalis GCA_018784725,Roseburia inulinivorans GCA_001406675,0.46419,pos,0.46419,0,0
Agathobacter rectalis TM10-3,Roseburia inulinivorans GCA_001406675,0.40918,pos,0.40918,0,0
Agathobacter sp. 20427_4_23,Roseburia inulinivorans GCA_001406675,0.48223,pos,0.48223,0,0
Agathobacter sp. 20427_4_25,Roseburia inulinivorans GCA_001406675,0.3074,pos,0.3074,0,0
Bariatricus comes GCA_013301565,Roseburia inulinivorans GCA_001406675,0.35608,pos,0.35608,0,0
Butyribacter huaianensis GCA_014384985,Roseburia inulinivorans GCA_001406675,0.43775,pos,0.43775,0,0
Butyribacter intestini AF34-13,Roseburia inulinivorans GCA_001406675,0.38122,pos,0.38122,0,0
Butyribacter intestini AF67-21pH9TA,Roseburia inulinivorans GCA_001406675,0.42725,pos,0.42725,0,0
Butyribacter intestini AF81-08TA,Roseburia inulinivorans GCA_001406675,0.42129,pos,0.42129,0,0
Butyribacter intestini AM27-31LB,Roseburia inulinivorans GCA_001406675,0.42679,pos,0.42679,0,0
Butyribacter intestini TF01-11,Roseburia inulinivorans GCA_001406675,0.38689,pos,0.38689,0,0
Butyribacter sp. AM49-4BH,Roseburia inulinivorans GCA_001406675,0.38742,pos,0.38742,0,0
Butyribacter sp. AM53-13BH,Roseburia inulinivorans GCA_001406675,0.37678,pos,0.37678,0,0
Butyribacter sp. AM59-24XD,Roseburia inulinivorans GCA_001406675,0.41575,pos,0.41575,0,0
Butyribacter sp. OM05-9BH,Roseburia inulinivorans GCA_001406675,0.33663,pos,0.33663,0,0
Choladocola sp. 21673_4_3,Roseburia inulinivorans GCA_001406675,0.42881,pos,0.42881,0,0
Choladocola sp. AF90S-01pH9BA,Roseburia inulinivorans GCA_001406675,0.47402,pos,0.47402,0,0
Choladocola sp. OM08-6BH,Roseburia inulinivorans GCA_001406675,0.40784,pos,0.40784,0,0
Clostridium_Q fessum AM18-55-r,Roseburia inulinivorans GCA_001406675,0.35652,pos,0.35652,0,0
Eisenbergiella sp. 14207_7_45,Roseburia inulinivorans GCA_001406675,0.40572,pos,0.40572,0,0
Eisenbergiella sp. AF16-15,Roseburia inulinivorans GCA_001406675,0.42738,pos,0.42738,0,0
Eisenbergiella sp. AF36-19BH,Roseburia inulinivorans GCA_001406675,0.43324,pos,0.43324,0,0
Eisenbergiella sp. AM46-4BH,Roseburia inulinivorans GCA_001406675,0.44578,pos,0.44578,0,0
Eisenbergiella sp. TM09-10,Roseburia inulinivorans GCA_001406675,0.39531,pos,0.39531,0,0
Eubacterium_F sp. AF36-4,Roseburia inulinivorans GCA_001406675,0.39378,pos,0.39378,0,0
Eubacterium_F sp. AF37-5,Roseburia inulinivorans GCA_001406675,0.39745,pos,0.39745,0,0
Eubacterium_F sp. AM53-6,Roseburia inulinivorans GCA_001406675,0.36481,pos,0.36481,0,0
Eubacterium_G ventriosum AM32-23AC,Roseburia inulinivorans GCA_001406675,0.36883,pos,0.36883,0,0
Eubacterium_G ventriosum AM42-30,Roseburia inulinivorans GCA_001406675,0.38578,pos,0.38578,0,0
Eubacterium_G ventriosum AM43-2,Roseburia inulinivorans GCA_001406675,0.33751,pos,0.33751,0,0
Hominisplanchenecus faecis 21673_4_37,Roseburia inulinivorans GCA_001406675,0.42668,pos,0.42668,0,0
Hominisplanchenecus faecis AM100_B13A,Roseburia inulinivorans GCA_001406675,0.40651,pos,0.40651,0,0
Hominisplanchenecus faecis OF27-8pH10A,Roseburia inulinivorans GCA_001406675,0.36651,pos,0.36651,0,0
Lachnospira eligens_A AF18-47,Roseburia inulinivorans GCA_001406675,0.37359,pos,0.37359,0,0
Lachnospira eligens_A AF35-21,Roseburia inulinivorans GCA_001406675,0.40364,pos,0.40364,0,0
Lachnospira eligens_A AM37-3BH,Roseburia inulinivorans GCA_001406675,0.41801,pos,0.41801,0,0
Lachnospira eligens_A AM48-8,Roseburia inulinivorans GCA_001406675,0.33093,pos,0.33093,0,0
Lachnospira eligens_A GCA_009680455,Roseburia inulinivorans GCA_001406675,0.36489,pos,0.36489,0,0
Lachnospira eligens_A GCA_015559345,Roseburia inulinivorans GCA_001406675,0.35007,pos,0.35007,0,0
Lachnospira rogosae GCA_001405835,Roseburia inulinivorans GCA_001406675,0.38767,pos,0.38767,0,0
Lachnospira rogosae GCA_001406555,Roseburia inulinivorans GCA_001406675,0.39782,pos,0.39782,0,0
Lachnospiraceae gen. 13414_6_70,Roseburia inulinivorans GCA_001406675,0.41695,pos,0.41695,0,0
Lachnospiraceae gen. 1715004.3,Roseburia inulinivorans GCA_001406675,0.43596,pos,0.43596,0,0
Lachnospiraceae gen. AF12-17LB,Roseburia inulinivorans GCA_001406675,0.34266,pos,0.34266,0,0
Lachnospiraceae gen. AF15-21,Roseburia inulinivorans GCA_001406675,0.33908,pos,0.33908,0,0
Lachnospiraceae gen. AF20-18LB,Roseburia inulinivorans GCA_001406675,0.38883,pos,0.38883,0,0
Lachnospiraceae gen. AF25-13AC,Roseburia inulinivorans GCA_001406675,0.30737,pos,0.30737,0,0
Lachnospiraceae gen. AF34-16,Roseburia inulinivorans GCA_001406675,0.40447,pos,0.40447,0,0
Lachnospiraceae gen. AF42-8,Roseburia inulinivorans GCA_001406675,0.38736,pos,0.38736,0,0
Lachnospiraceae gen. AF54-6pH10A,Roseburia inulinivorans GCA_001406675,0.40084,pos,0.40084,0,0
Lachnospiraceae gen. AF75-08pH9A,Roseburia inulinivorans GCA_001406675,0.38052,pos,0.38052,0,0
Lachnospiraceae gen. AF88-01pH10A,Roseburia inulinivorans GCA_001406675,0.36293,pos,0.36293,0,0
Lachnospiraceae gen. GCA_900066985,Roseburia inulinivorans GCA_001406675,0.38701,pos,0.38701,0,0
Mediterraneibacter lactaris TF11-7,Roseburia inulinivorans GCA_001406675,0.32339,pos,0.32339,0,0
Pararoseburia lenta AM51-8,Roseburia inulinivorans GCA_001406675,0.38065,pos,0.38065,0,0
Pararoseburia lenta GCA_014287435,Roseburia inulinivorans GCA_001406675,0.35941,pos,0.35941,0,0
Roseburia hominis AF22-12AC,Roseburia inulinivorans GCA_001406675,0.52158,pos,0.52158,0,0
Roseburia hominis GCA_000225345,Roseburia inulinivorans GCA_001406675,0.50186,pos,0.50186,0,0
Roseburia intestinalis GCA_009718345,Roseburia inulinivorans GCA_001406675,0.52916,pos,0.52916,0,0
Roseburia inulinivorans 18048_1_58,Roseburia inulinivorans GCA_001406675,0.55357,pos,0.55357,0,0
Roseburia inulinivorans 18048_2_58,Roseburia inulinivorans GCA_001406675,0.59694,pos,0.59694,0,0
Roseburia inulinivorans AF24-4,Roseburia inulinivorans GCA_001406675,0.90701,pos,0.90701,0,0
Roseburia inulinivorans AF28-15,Roseburia inulinivorans GCA_001406675,0.88897,pos,0.88897,0,0
Roseburia inulinivorans AM42-1AC,Roseburia inulinivorans GCA_001406675,0.87713,pos,0.87713,0,0
Acetatifactor sp. 13470_2_92,Ruminococcus_B gnavus AM10-1A,0.36145,neg,-0.36145,0,0
Clostridium_Q symbiosum AM39-1BH,Ruminococcus_B gnavus AM10-1A,0.42269,pos,0.42269,0,0
Enterocloster aldenensis AM25-9,Ruminococcus_B gnavus AM10-1A,0.39849,pos,0.39849,0,0
Enterocloster bolteae 1232448.3,Ruminococcus_B gnavus AM10-1A,0.34723,pos,0.34723,0,0
Enterocloster bolteae 1232450.3,Ruminococcus_B gnavus AM10-1A,0.45691,pos,0.45691,0,0
Enterocloster bolteae AM07-19,Ruminococcus_B gnavus AM10-1A,0.38378,pos,0.38378,0,0
Enterocloster bolteae AM60-12MH-1A,Ruminococcus_B gnavus AM10-1A,0.37259,pos,0.37259,0,0
Enterocloster bolteae GCA_000371525,Ruminococcus_B gnavus AM10-1A,0.34738,pos,0.34738,0,0
Enterocloster bolteae GCA_015547745,Ruminococcus_B gnavus AM10-1A,0.38441,pos,0.38441,0,0
Enterocloster clostridioformis 18391_1_2,Ruminococcus_B gnavus AM10-1A,0.34562,pos,0.34562,0,0
Clostridium_Q symbiosum AM39-1BH,Ruminococcus_B gnavus AM12-54,0.42088,pos,0.42088,0,0
Enterocloster aldenensis AM25-9,Ruminococcus_B gnavus AM12-54,0.42517,pos,0.42517,0,0
Enterocloster bolteae 1232450.3,Ruminococcus_B gnavus AM12-54,0.42803,pos,0.42803,0,0
Enterocloster bolteae AM07-19,Ruminococcus_B gnavus AM12-54,0.33279,pos,0.33279,0,0
Enterocloster bolteae AM60-12MH-1A,Ruminococcus_B gnavus AM12-54,0.367,pos,0.367,0,0
Enterocloster bolteae GCA_000371525,Ruminococcus_B gnavus AM12-54,0.35091,pos,0.35091,0,0
Enterocloster bolteae GCA_015547745,Ruminococcus_B gnavus AM12-54,0.3854,pos,0.3854,0,0
Enterocloster clostridioformis 18391_1_2,Ruminococcus_B gnavus AM12-54,0.39275,pos,0.39275,0,0
Ruminococcus_B gnavus AM10-1A,Ruminococcus_B gnavus AM12-54,0.63099,pos,0.63099,0,0
Acetatifactor sp. 13470_2_92,Ruminococcus_B gnavus AM38-12,0.44282,neg,-0.44282,0,0
Anaerobutyricum hallii GCA_018140635,Ruminococcus_B gnavus AM38-12,0.34673,neg,-0.34673,0,0
Blautia_A wexlerae GCA_009881475,Ruminococcus_B gnavus AM38-12,0.32706,neg,-0.32706,0,0
Clostridium_Q saccharolyticum_A GCF_000159055,Ruminococcus_B gnavus AM38-12,0.3019,pos,0.3019,0,0
Clostridium_Q symbiosum AM39-1BH,Ruminococcus_B gnavus AM38-12,0.49286,pos,0.49286,0,0
Enterocloster aldenensis AM25-9,Ruminococcus_B gnavus AM38-12,0.50572,pos,0.50572,0,0
Enterocloster bolteae 1232448.3,Ruminococcus_B gnavus AM38-12,0.30246,pos,0.30246,0,0
Enterocloster bolteae 1232450.3,Ruminococcus_B gnavus AM38-12,0.44487,pos,0.44487,0,0
Enterocloster bolteae AM07-19,Ruminococcus_B gnavus AM38-12,0.38321,pos,0.38321,0,0
Enterocloster bolteae AM60-12MH-1A,Ruminococcus_B gnavus AM38-12,0.44301,pos,0.44301,0,0
Enterocloster bolteae GCA_000371525,Ruminococcus_B gnavus AM38-12,0.33579,pos,0.33579,0,0
Enterocloster bolteae GCA_015547745,Ruminococcus_B gnavus AM38-12,0.4655,pos,0.4655,0,0
Enterocloster clostridioformis 18391_1_2,Ruminococcus_B gnavus AM38-12,0.32421,pos,0.32421,0,0
Ruminococcus_B gnavus AM10-1A,Ruminococcus_B gnavus AM38-12,0.67947,pos,0.67947,0,0
Ruminococcus_B gnavus AM12-54,Ruminococcus_B gnavus AM38-12,0.59685,pos,0.59685,0,0
Acetatifactor intestinalis 13414_6_67,Wujia chipingensis AF15-49,0.44322,pos,0.44322,0,0
Acetatifactor intestinalis 20287_6_17,Wujia chipingensis AF15-49,0.48179,pos,0.48179,0,0
Acetatifactor intestinalis AF22-6AC,Wujia chipingensis AF15-49,0.42992,pos,0.42992,0,0
Acetatifactor intestinalis AM59-13,Wujia chipingensis AF15-49,0.47617,pos,0.47617,0,0
Acetatifactor intestinalis GCA_014337175,Wujia chipingensis AF15-49,0.48074,pos,0.48074,0,0
Acetatifactor intestinalis OM08-11AC,Wujia chipingensis AF15-49,0.47535,pos,0.47535,0,0
Acetatifactor sp. AF34-10BH,Wujia chipingensis AF15-49,0.4552,pos,0.4552,0,0
Acetatifactor sp. AF36-18BH,Wujia chipingensis AF15-49,0.46361,pos,0.46361,0,0
Acetatifactor sp. AM34-9AC,Wujia chipingensis AF15-49,0.47624,pos,0.47624,0,0
Acetatifactor sp. GCA_003584705,Wujia chipingensis AF15-49,0.47255,pos,0.47255,0,0
Acetatifactor sp. TF08-15,Wujia chipingensis AF15-49,0.46263,pos,0.46263,0,0
Acetatifactor sp. TM11-1A,Wujia chipingensis AF15-49,0.45939,pos,0.45939,0,0
Agathobacter rectalis 12718_7_53,Wujia chipingensis AF15-49,0.40754,pos,0.40754,0,0
Agathobacter rectalis AF06-19,Wujia chipingensis AF15-49,0.42662,pos,0.42662,0,0
Agathobacter rectalis AF17-27,Wujia chipingensis AF15-49,0.41722,pos,0.41722,0,0
Agathobacter rectalis AF25-15,Wujia chipingensis AF15-49,0.45193,pos,0.45193,0,0
Agathobacter rectalis AF36-2BH,Wujia chipingensis AF15-49,0.42082,pos,0.42082,0,0
Agathobacter rectalis AF67-03PH9,Wujia chipingensis AF15-49,0.45105,pos,0.45105,0,0
Agathobacter rectalis AM31-7AC,Wujia chipingensis AF15-49,0.43374,pos,0.43374,0,0
Agathobacter rectalis AM48-7,Wujia chipingensis AF15-49,0.39058,pos,0.39058,0,0
Agathobacter rectalis GCA_001404855,Wujia chipingensis AF15-49,0.44391,pos,0.44391,0,0
Agathobacter rectalis GCA_001406835,Wujia chipingensis AF15-49,0.43522,pos,0.43522,0,0
Agathobacter rectalis GCA_008123415,Wujia chipingensis AF15-49,0.50224,pos,0.50224,0,0
Agathobacter rectalis GCA_013300625,Wujia chipingensis AF15-49,0.39874,pos,0.39874,0,0
Agathobacter rectalis GCA_013303775,Wujia chipingensis AF15-49,0.42568,pos,0.42568,0,0
Agathobacter rectalis GCA_013303845,Wujia chipingensis AF15-49,0.47018,pos,0.47018,0,0
Agathobacter rectalis GCA_015551295,Wujia chipingensis AF15-49,0.41792,pos,0.41792,0,0
Agathobacter rectalis GCA_015553565,Wujia chipingensis AF15-49,0.40149,pos,0.40149,0,0
Agathobacter rectalis GCA_015557515,Wujia chipingensis AF15-49,0.4441,pos,0.4441,0,0
Agathobacter rectalis GCA_015669665,Wujia chipingensis AF15-49,0.46591,pos,0.46591,0,0
Agathobacter rectalis GCA_018784685,Wujia chipingensis AF15-49,0.42108,pos,0.42108,0,0
Agathobacter rectalis GCA_018784725,Wujia chipingensis AF15-49,0.45249,pos,0.45249,0,0
Agathobacter rectalis TM10-3,Wujia chipingensis AF15-49,0.43038,pos,0.43038,0,0
Agathobacter sp. 20427_4_23,Wujia chipingensis AF15-49,0.39455,pos,0.39455,0,0
Agathobacter sp. 20427_4_25,Wujia chipingensis AF15-49,0.37976,pos,0.37976,0,0
Bariatricus comes GCA_013301565,Wujia chipingensis AF15-49,0.41621,pos,0.41621,0,0
Butyribacter huaianensis GCA_014384985,Wujia chipingensis AF15-49,0.48786,pos,0.48786,0,0
Butyribacter intestini AF34-13,Wujia chipingensis AF15-49,0.32926,pos,0.32926,0,0
Butyribacter intestini AF67-21pH9TA,Wujia chipingensis AF15-49,0.43608,pos,0.43608,0,0
Butyribacter intestini AF81-08TA,Wujia chipingensis AF15-49,0.38727,pos,0.38727,0,0
Butyribacter intestini AM27-31LB,Wujia chipingensis AF15-49,0.35563,pos,0.35563,0,0
Butyribacter intestini TF01-11,Wujia chipingensis AF15-49,0.38534,pos,0.38534,0,0
Butyribacter sp. AM49-4BH,Wujia chipingensis AF15-49,0.41521,pos,0.41521,0,0
Butyribacter sp. AM53-13BH,Wujia chipingensis AF15-49,0.43852,pos,0.43852,0,0
Butyribacter sp. AM59-24XD,Wujia chipingensis AF15-49,0.4449,pos,0.4449,0,0
Butyribacter sp. OM05-9BH,Wujia chipingensis AF15-49,0.42782,pos,0.42782,0,0
